uniqid,actual,predicted,correct,domain,confidence,reasoning
528721418,West,West,True,trust; family; political legitimacy,medium,"Importance on family, low religious belief, acceptance of diverse values, trust across groups."
642050058,East,East,True,religion; family,medium,"High importance on family, low trust in strangers, moderate religious beliefs and attendance."
703050266,East,West,False,family; political legitimacy,high,"Focus on family values, acceptance of diversity, critical of institutional effectiveness."
276051096,West,East,False,family; trust,high,"Importance on family, low tolerance, low trust in people of different backgrounds, low political confidence."
756053032,West,East,False,family; political legitimacy,medium,"High importance on family, low tolerance for different races, strong religious beliefs, trust in institutions."
191051202,East,East,True,family; political legitimacy,high,"Importance of family, low political trust, high importance of God, limited tolerance for diversity."
756052013,West,West,True,trust; family,high,"High importance on family, trust in people, positive views on democracy and institutional confidence."
642050788,East,West,False,family; political legitimacy,high,"Family very important, accepting of different groups, positive perception of democracy."
528721763,West,East,False,family; political legitimacy,high,"Family is very important, low acceptance of diverse neighbors, lower political trust, desire for stability."
807050251,East,East,True,family; political legitimacy,high,"High importance on family, low support for homosexuality, trust in family, low immigration positivity."
31050582,East,East,True,family | trust | political legitimacy,medium,"Importance placed on family, skepticism towards authority, high religious values, mixed political trust."
804050810,East,East,True,family; trust,medium,"High importance on family, low institutional confidence, moderate trust in immigrants."
348051224,East,East,True,family; trust,high,"Family is very important, low tolerance for diversity, high trust in people and institutions."
804720880,East,East,True,family; political legitimacy,high,"Family important, low tolerance, mixed political legitimacy, high distrust in political institutions."
31050208,East,West,False,family; political legitimacy,medium,"Acceptance of homosexuals, higher importance on leisure and democracy, trust in people."
203050472,East,East,True,family; political legitimacy,medium,"High importance on family, low religious participation, low institutional confidence, limited tolerance."
620050758,West,East,False,family; political legitimacy,high,"High family importance, low tolerance, low political action, high democracy importance, low immigration positivity."
616050332,East,West,False,family; political legitimacy,high,"Family important, supports independence; values democracy and trust in people; low religious beliefs."
428050012,East,East,True,family; political legitimacy,high,"Family is crucial, low acceptance of diversity, skepticism towards political institutions, lower religious involvement."
276050059,West,West,True,family; political legitimacy,high,"Strong family values, acceptance of diversity, high trust in political institutions, support for democracy."
203050653,East,West,False,religion; trust,high,"Importance of family, low acceptance of different races, high trust in family and known individuals."
250051357,West,East,False,religion | family | trust,high,"Religion attendance low, family duty belief strong, general trust low in strangers."
208053357,West,East,False,family; political legitimacy,medium,"High importance on family, low tolerance for diversity, confidence in institutions, limited political satisfaction."
578050447,West,West,True,family; political legitimacy,high,"Important life values are family and work, low tolerance for diversity, high trust in family."
428050348,East,East,True,family; trust,high,"High family importance, low tolerance; weak trust, low confidence in political system."
703051391,East,West,False,family; political legitimacy,high,"Family and friends important, high democracy perceptions, high institutional confidence, low trust in strangers."
642050085,East,East,True,religion | family | political legitimacy | trust,high,"Family important, low tolerance for diversity, high importance on religion, low trust in institutions."
756053039,West,East,False,religion | family | political legitimacy | trust,high,"High religious attendance, low tolerance for diversity, limited political trust and governance perspectives."
380050984,West,East,False,family; trust,high,"Family important, low tolerance, less trust in people, lower political system satisfaction."
276051244,West,East,False,family; political legitimacy,high,"High importance on family, low tolerance, strong democracy values, low trust in institutions."
70050179,East,East,True,family; political legitimacy,high,"Family very important, child caring expectations, low trust in political system, high importance on democracy."
233051135,East,East,True,family; political legitimacy,medium,"Family values important, low institutional trust, moderate political satisfaction, high tolerance for non-conformity."
276720518,West,West,True,family; political legitimacy,high,"Importance on family and democracy, acceptance of diverse views, lower religious influence."
826071978,West,West,True,family; political legitimacy; trust,medium,"Focus on family, low tolerance for diversity, less institutional trust, high belief in democracy."
268050861,East,East,True,religion; family; political legitimacy,medium,"Importance of family and religion, low tolerance, political skepticism, low institutional trust."
705050623,East,East,True,family; political legitimacy,high,"Importance of family, low support for homosexual couples, reliance on authoritarian figures, limited trust in institutions."
428050429,East,West,False,family | political legitimacy | trust,medium,"Family important, child independence noted, support for democracy, some institutional distrust, moderate immigration views."
380051660,West,East,False,religion; family,medium,"Low importance to politics, high religious significance, limited trust in institutions, less acceptive of differences."
703050091,East,West,False,religion; family; political legitimacy,high,"Family important, religion valued, political dissatisfaction, acceptance of diversity."
100050170,East,East,True,religion; family; political legitimacy,high,"Importance on family and religion, low institutional confidence, strong disapproval of justifiable behaviors."
380051467,West,West,True,religion; family; political legitimacy,medium,"Acceptance of religious identity, family importance, views on authority, trust in institutions."
703050515,East,West,False,family; trust,medium,"Importance of family, moderate trust in people and institutions, lower acceptance of diversity."
246050537,West,East,False,family; political legitimacy,high,"Low importance on religion, high trust in family, strong democratic perceptions, acceptance of female rights."
8050734,East,West,False,family; political legitimacy,high,"Importance on family, acceptance of diverse neighbors, political trust, low religious attendance, strong democratic values."
276051934,West,East,False,family; political legitimacy,high,"High importance on family, low tolerance for diversity, moderate trust in institutions, preference for political say."
620050009,West,East,False,family; trust,medium,"Importance on family, low tolerance levels, limited trust in institutions and different groups."
8050823,East,East,True,family; trust,high,"Family important, low trust in institutions, high support for traditional family roles."
528050231,West,West,True,family; political legitimacy,medium,"Importance on family, moderate political legitimacy, low religious beliefs, views on immigration neutral."
752050410,West,East,False,family; political legitimacy,high,"Importance of family, lower tolerance, belief in authority, high political legitimacy perceptions, less trust in institutions."
528051399,West,East,False,family; political legitimacy,high,"High importance on family, low tolerance, low trust in institutions, and low acceptance of homosexuality."
643720772,East,East,True,family; political legitimacy,high,"Importance of family, low political action, high democracy perception, religious attendance, trust in family."
804720891,East,East,True,family; political legitimacy,high,"Family is prioritized, low tolerance, limited political action and institutional confidence, authoritarian views on gender."
203051054,East,East,True,family; religion,high,"Family importance, low tolerance, religious identity, trust in family."
528721161,West,East,False,family; political legitimacy,high,"Family is very important, trust in family is present, skepticism about political institutions."
208052775,West,East,False,family; political legitimacy,high,"Importance of family, low tolerance, low political support, lack of trust in various institutions."
268050881,East,East,True,family | political legitimacy | religion,high,"Family is very important, low tolerance for diversity, strong belief in God, and support for traditional roles."
440051361,East,West,False,family; political legitimacy,medium,"High importance on family, moderate political action, lower trust in institutions."
756052929,West,East,False,family; political legitimacy,high,Importance in family; low tolerance; low institutional confidence; skeptical of democracy; strong views on immigration.
643050433,East,West,False,family; trust,high,"Family important, tolerant towards diversity, strong democratic views, low institutional confidence, trust in family."
804051339,East,West,False,family; political legitimacy,medium,"Religion importance low, low child qualities focus, moderate trust in institutions."
528051638,West,East,False,religion | family | political legitimacy,high,"Family important, low tolerance for diversity, low political trust, low religious attendance."
40051271,West,East,False,family | trust | political legitimacy,medium,"Family is very important, low acceptance of diversity, moderate trust in institutions and people."
51720288,East,East,True,religion; family,high,"Low trust in institutions, low tolerance for diversity, high importance of family and religion."
528720261,West,East,False,religion; family,high,"Low importance of religion, low tolerance for diversity, high value on family, significant belief in God."
804051591,East,East,True,family; trust,medium,"Low acceptance of different races, strong reliance on family, institutional distrust, low political legitimacy."
352050860,West,East,False,family; political legitimacy,high,"Importance of family, low tolerance for diversity, distrust in political institutions."
208053270,West,West,True,family; political legitimacy; trust,high,"Acceptance of homosexuality, trust in family, low satisfaction with political system, high importance of democracy."
642051385,East,East,True,family; political legitimacy,medium,"Importance on family, lower tolerance for diversity, mixed views on political legitimacy, high religious identity."
620051059,West,East,False,family; political legitimacy,high,"High family importance, low tolerance, strong religious identity, low political trust."
826050842,West,East,False,family; trust,high,"Family important, low tolerance, low trust in institutions, positive immigration view."
51720752,East,East,True,religion; family; political legitimacy,high,"Low importance of religion, low tolerance, negative views on gender equality, high trust in institutions."
203050873,East,East,True,family; political legitimacy,high,"Importance of family, low acceptance of diverse lifestyles, limited trust in institutions."
208050231,West,East,False,family; political legitimacy,medium,"Importance on family, low confidence in political system, low tolerance towards homosexuality and immigration."
250051510,West,West,True,family; political legitimacy,medium,"Emphasis on family, gender equality, democratic values, low religious involvement, moderate trust levels."
40051034,West,East,False,family; political legitimacy,high,"High importance on family, low acceptance of diversity, low institutional confidence, low political satisfaction."
100050063,East,East,True,family; political legitimacy,medium,"Importance of family, moderate political legitimacy, limited tolerance for diversity, lower trust in institutions."
70050057,East,East,True,religion; political legitimacy,high,"Low religious involvement, strong anti-immigration sentiment, low trust in institutions, low acceptance of diverse neighbors."
8051087,East,East,True,family; political legitimacy,high,"Family important, low tolerance for diversity, support for authority over democratic practices."
380050950,West,East,False,family; political legitimacy,high,"Strong family emphasis, low tolerance, dissatisfaction with democracy, limited political action engagement."
348051101,East,East,True,religion; family,high,"Family importance, acceptance of religion, low tolerance toward diversity, limited political engagement."
250050967,West,West,True,family; trust,high,"High family importance, low tolerance for different races, significant political engagement, high institutional confidence."
352050154,West,West,True,family; political legitimacy,high,"Importance of family, acceptance of diverse parenting, trust in institutions, confidence in political system."
246050107,West,East,False,trust; political legitimacy,medium,"Acceptance of homosexuality, low trust in institutions, political participation indicates Eastern values."
703720522,East,West,False,family; political legitimacy,high,"Family important, acceptance of homosexuals, belief in freedom of speech, recognition of civil rights."
703720348,East,West,False,family; political legitimacy,medium,"High importance on family, acceptance of gender equality, high democracy importance, moderate immigration view."
100050632,East,East,True,family; political legitimacy,high,"Low importance on religion, low tolerance, low trust in institutions, traditional family values."
203720446,East,East,True,family; political legitimacy,high,"Family important, low satisfaction with political system, moderate trust, mixed attitudes towards immigration."
8050592,East,East,True,family; political legitimacy,high,"High importance on family, low confidence in political parties, strong democracy perception."
528720687,West,West,True,family; political legitimacy,high,"Importance of family, low tolerance for diversity, high support for democracy, mixed views on political participation."
208051788,West,East,False,family; political legitimacy,high,"Importance of family, low acceptance of tolerance, high democracy importance, low trust in institutions."
51720087,East,East,True,family; political legitimacy,high,"Importance of family, negative views on autonomy, low political trust."
276051480,West,East,False,family; political legitimacy,high,"Importance of family, low acceptance of diversity, mixed political attitudes, moderate trust in institutions."
51720050,East,East,True,family; political legitimacy,high,"Importance on family, limited tolerance, high distrust in institutions, religion perceived as unimportant."
233050585,East,East,True,family; trust,medium,"Importance of family, strong trust in family, low institutional confidence, strong democracy perception."
804720916,East,East,True,family; political legitimacy; trust,medium,"Importance of family, acceptance of homosexuals, confidence in churches, mixed views on autonomy."
380050998,West,West,True,family; political legitimacy,medium,"Family important, moderate political satisfaction, acceptance of racial diversity, low institutional trust."
826070859,West,East,False,family; political legitimacy,high,Importance of family; acceptance of authority; limited trust; views on democracy and political participation.
112050258,East,East,True,religion | family | political legitimacy | trust,high,"High importance on family, low trust in institutions, high belief in God, low acceptance of diverse relationships."
276051287,West,West,True,family; trust,medium,Importance of family; Lower religion attendance; High trust in people; Acceptance of immigration.
31051254,East,West,False,family; political legitimacy,high,"Family is very important, trust in family is strong, high democracy perceptions, institutional confidence."
440050523,East,East,True,family; political legitimacy,medium,"Importance of family, lower political confidence, mixed tolerance, religious identity less emphasized."
804050129,East,East,True,family; political legitimacy,high,"Importance on family, lower tolerance, low interest in democracy."
100050896,East,West,False,family; trust,medium,Values family; accepts diversity; trust in family; confidence in institutions; democratic engagement.
380051511,West,West,True,family; political legitimacy,medium,"High family importance, moderate political engagement, low tolerance for diversity, low religious attendance."
268050206,East,West,False,family; trust,high,"Importance of family, high trust in people, acceptance of immigration, religious identity exists."
51051461,East,West,False,family; trust; political legitimacy,medium,"Family is very important, low trust in institutions, support for democratic principles, religious importance high."
40051359,West,East,False,family; political legitimacy,medium,"Strong emphasis on family, low tolerance for diverse groups, significant support for order."
528050656,West,East,False,trust; family; political legitimacy,high,"High family importance, limited tolerance, low institutional trust, lower faith in political legitimacy."
51720359,East,East,True,family; political legitimacy,high,"High importance on family, low tolerance for diversity, distrust in institutions, strong views on political legitimacy."
250051599,West,East,False,family; political legitimacy,high,"Strong family values, low tolerance, dissatisfaction with political system, low institutional trust."
616051312,East,East,True,family; political legitimacy,medium,"Family is very important, low tolerance for diversity, mixed views on political action and legitimacy."
203721151,East,West,False,family; political legitimacy,high,"Important family values, acceptance of homosexuals, institutional confidence, moderate political legitimacy preference."
703720812,East,East,True,family; political legitimacy,high,"Importance of family, low tolerance for immigrants, low trust in political institutions."
807050153,East,East,True,religion; family,high,"Importance of religion, low tolerance, family values, trust in institutions, views on democracy."
352051188,West,East,False,family; trust,high,"Low importance on religion, low trust, high institutional distrust, belief in traditional family roles."
208052398,West,East,False,religion | family | trust | political legitimacy,medium,"Low importance on family, lack of tolerance, high religious attendance, limited trust."
233050809,East,East,True,religion | family | political legitimacy,high,"Low political confidence, importance of religion, traditional family values, low tolerance for diversity."
233050458,East,East,True,family; political legitimacy; trust,medium,"Importance of family, low trust in institutions, mixed views on political satisfaction."
70051466,East,East,True,family; trust,medium,Importance of family; high trust in family; low tolerance for diversity; mixed feelings about political institutions.
208052760,West,West,True,family; political legitimacy,high,"High importance on family, low support for traditional gender roles and religious beliefs."
826050830,West,East,False,family; political legitimacy,medium,"Family very important, low tolerance for diversity, low trust in institutions, limited political engagement."
276052089,West,East,False,family; trust,high,"Preference for family values, limited tolerance, strong trust in religion, high political satisfaction."
246050747,West,West,True,family; political legitimacy; religion,high,"High importance on family, low support for traditional gender roles, high religious affiliation."
208050125,West,East,False,family; political legitimacy,high,"Family is very important, low acceptance of diversity, skepticism towards democracy, low trust in institutions."
208050428,West,East,False,family; political legitimacy,medium,"Importance on family, low political trust, limited tolerance for diversity, cannot justify political actions."
51720978,East,West,False,family; political legitimacy,high,"Family is very important, accepting of diverse group, high importance on democracy and low trust."
440050998,East,East,True,family; political legitimacy,high,Moderate importance on family; low trust; moderate political actions; views on gender roles.
112050662,East,East,True,family; trust,high,"High family importance, low tolerance for diversity, low trust in political institutions."
724051208,West,West,True,family; political legitimacy,medium,"High importance on family, low tolerance for diversity, high trust in institutions."
51721209,East,East,True,religion; family; political legitimacy,high,Low tolerance; strong family values; low institutional confidence; low religious attendance; limited trust.
203720887,East,West,False,family | political legitimacy | trust | authority and autonomy,medium,"Importance of church, trust in family, high democratic importance, acceptance of homosexuals, positive immigration view."
352050917,West,West,True,family; political legitimacy,high,"Family important, supports child qualities, high democracy perceptions, positive on political action, high trust in people."
643720862,East,East,True,family; political legitimacy,medium,"Moderate importance on family, low tolerance, support for political engagement, distrust in institutions."
756053173,West,East,False,family; political legitimacy,high,"Importance of family, low trust in institutions, strong views on democracy and religion."
643720719,East,East,True,family; political legitimacy,medium,"Family values prioritized, limited tolerance, low institutional confidence, dissatisfaction with political system."
620050946,West,West,True,family; political legitimacy,high,"Family important, tolerance low, democratic values high, political confidence moderate."
246050167,West,East,False,family; trust,high,"Family important, low tolerance for diversity, trust in family, average political satisfaction."
703720693,East,East,True,family; political legitimacy,high,"Importance of family, low tolerance for diversity, low trust in political institutions."
804721245,East,West,False,family; political legitimacy,high,"Importance of family, acceptance of equality, high satisfaction with democracy."
31050266,East,East,True,religion; trust,high,"Importance of religion, low political action, moderate trust in people, acceptance of different races."
620051196,West,West,True,family; political legitimacy,high,"Family important, trust in institutions, values democracy, low religious practice."
804720852,East,West,False,family; political legitimacy; trust,medium,"Emphasis on family, trust in family, strong beliefs in democracy and individual rights."
203720465,East,East,True,family; political legitimacy,high,"Importance placed on family, low tolerance for diversity, low institutional confidence, limited political trust."
380050873,West,East,False,family; political legitimacy,high,"Importance on family, low tolerance, skepticism towards political system, limited trust in institutions."
31051782,East,West,False,family; political legitimacy,high,"High importance on family, democratic values, trust in institutions, religious beliefs, low political action."
826050451,West,East,False,family; political legitimacy,high,"Importance of family low, trust in institutions low, religion attendance infrequent."
804721151,East,East,True,family | political legitimacy | trust,high,"Importance of family, low tolerance, high institutional confidence, religious identity, trust in family and neighbours."
643720936,East,East,True,family; political legitimacy,medium,"Family importance high, acceptance of gender roles, low trust in institutions, limited political action."
642720403,East,East,True,family; trust,high,"High family importance, low trust in strangers, strong beliefs in traditional roles."
276050455,West,West,True,family | political legitimacy | trust,high,"Family important, high democracy value, moderate trust, low tolerance for diverse groups."
756051324,West,West,True,family; political legitimacy,high,"Family and friends important, political action taken, lower institutional confidence, high tolerance for certain groups."
703720258,East,East,True,family; religion; political legitimacy,high,"Importance of family, low institutional confidence, strong gender traditionalism, low religious attendance."
250051179,West,East,False,family; political legitimacy,high,"Low importance of religion, acceptance of homosexuals, high democratic importance, strong political system satisfaction."
208050399,West,West,True,family; political legitimacy,high,"Importance of family, low acceptance of various social groups, high democracy importance, low religious attendance."
826071492,West,East,False,family; trust,high,"Family important, low tolerance, high immigration support, moderate trust levels."
70050569,East,West,False,family; political legitimacy,high,"Strong emphasis on family, low tolerance, moderate views on democracy and immigration."
100051288,East,East,True,family | trust | political legitimacy,high,"Family important, low trust in strangers, dissatisfaction with political system."
70050453,East,East,True,religion; family; political legitimacy,medium,"High importance on family and children, low acceptance of diverse lifestyles, moderate religious attendance."
208051104,West,East,False,family; political legitimacy,medium,"Family important, moderate tolerance towards immigrants, low trust in institutions, religious identity weak."
826070716,West,East,False,religion | family | political legitimacy,high,"High importance on family, low tolerance for diversity, trust in institutions, high religious identity."
703050814,East,East,True,family; political legitimacy,high,"Importance of family, low acceptance of political opposition, low trust in institutions, conservative family views."
380050070,West,East,False,religion; political legitimacy,high,"High importance of God, positive views on political system, acceptance of diversity."
826050797,West,East,False,family | political legitimacy | trust,high,"Low importance of religion, low tolerance for diversity, high importance of family, limited political engagement."
276050714,West,East,False,family; political legitimacy,high,"Family is very important, gender roles are traditional, low tolerance for diversity."
100050124,East,East,True,family; political legitimacy,high,"Family is not a primary goal, limited trust, low religious identification, resistance to political accountability."
100050281,East,West,False,family | political legitimacy | trust,high,"Family, leisure, and friends important, acceptance of diverse neighbors, high trust in institutions, democratic values."
616051287,East,East,True,family; political legitimacy,high,"Importance on family, low tolerance, high faith in democracy, low trust in institutions."
643050231,East,East,True,family; political legitimacy,high,"Low importance on politics, low trust in institutions, critical views on family values."
203720203,East,West,False,family | political legitimacy | trust,medium,"Family is important, tolerance for some groups, democracy perceptions are favorable, institutional confidence varies."
268051399,East,East,True,family; political legitimacy,medium,"Religion not important, low confidence in institutions, complex views on family roles."
51720091,East,East,True,family; political legitimacy,medium,"Low importance on religion, high importance on family, limits on trust, views on authority."
70050757,East,East,True,family; political legitimacy,high,"Family is important, low trust, limited support for democracy and political engagement."
643721691,East,West,False,family; trust,medium,"Family and friends important, tolerant attitudes, moderate trust levels in society, strong democracy perception."
300720074,West,East,False,religion; family; political legitimacy,high,"Importance of family, low acceptance of different races, strong belief in God, limited political action."
643721774,East,West,False,religion; family; political legitimacy,high,Importance of family; low tolerance for diversity; high trust in family; religious identity is low.
642051270,East,East,True,family; political legitimacy; trust,high,Importance of family; low trust; supportive of political order; limited acceptance of gender equality.
528051314,West,East,False,family; political legitimacy,high,"Family importance high, political activism engagement moderate, trust in institutions low."
756053018,West,East,False,family; political legitimacy,high,"Family important, low tolerance for diversity, low confidence in institutions, dissatisfaction with political system."
643051536,East,East,True,family; religion,high,"Family very important, low support for homosexuality, high religion importance, limited trust, mixed political views."
756050394,West,East,False,family; trust,high,"Family is very important, institutional confidence is low, trust in people is limited."
352051252,West,West,True,family; political legitimacy,medium,"Prioritizes family, values democracy, lower tolerance for different races, moderate trust in institutions."
756050412,West,East,False,religion; family; political legitimacy,high,Importance of religion; lower institutional confidence; views on family roles; limited political action engagement.
528052160,West,West,True,family; political legitimacy,medium,"Family and friends important, low tolerance for diversity, moderate trust in institutions and political system."
703720851,East,East,True,family; trust,medium,"Importance on family, low tolerance for diversity, limited trust in institutions, moderate political engagement."
51051005,East,East,True,family; political legitimacy,high,"Family is very important, low trust in institutions, low acceptance of diversity."
233050190,East,West,False,family; political legitimacy,high,"High importance on family, value children's independence, democracy essential, acceptance of immigrants, trust in neighbors."
380050067,West,East,False,family; political legitimacy,high,"Importance on family, low tolerance, low institutional confidence, moderate trust, critical democracy perceptions."
40050014,West,West,True,family; trust,medium,"High importance on family, acceptance of various groups, positive views on immigration, moderate trust levels."
276050848,West,West,True,religion | political legitimacy | trust,high,"High importance of family, low acceptance of diversity, low trust in institutions, high electoral legitimacy."
300721082,West,West,True,religion | family | political legitimacy | trust,medium,"Family and religion important, high trust, democratic values, moderate political action, tolerant beliefs."
643051487,East,East,True,family; political legitimacy,high,"High importance on family, trust in institutions, views on democracy and religion."
804050716,East,East,True,family; political legitimacy,high,"Importance of family, low tolerance levels, lower trust in institutions, strong religious identity."
826050762,West,East,False,family; trust,high,"Family important, low tolerance for diversity, limited trust in institutions."
724050465,West,East,False,family; political legitimacy,high,"High importance on family, low tolerance, strong views on political leadership and legitimacy, lower trust in institutions."
620050989,West,East,False,family; political legitimacy; trust,high,"Importance of family, low tolerance, moderate political action, institutional confidence in mid-range."
616050109,East,East,True,family; political legitimacy,high,"High importance on family, low tolerance towards neighbors, low institutional confidence."
804720279,East,West,False,family; trust,high,"Importance of family, acceptance of diverse groups, high trust in people, positive views on immigration."
440050167,East,West,False,family | political legitimacy,high,"Importance of family, acceptance of diversity, high democracy perceptions, trust in family, low church attendance."
51050913,East,East,True,religion; family; political legitimacy,high,"Importance on family, low political confidence, lower tolerance, strong religious identity, traditional views."
620050013,West,East,False,religion; family; political legitimacy,high,"Importance of family, low tolerance, strong religious beliefs, limited trust in institutions."
826070686,West,East,False,family; political legitimacy,medium,"Family is very important, low trust in institutions, moderate electoral quality perceptions."
250050242,West,East,False,family; political legitimacy; trust,high,"Family important, acceptance of differing norms low, distrust in institutions, low political participation."
112051235,East,East,True,family; political legitimacy,medium,"Importance on family, limited acceptance of diversity, political action shows low engagement, moderate trust levels."
616050035,East,East,True,family; political legitimacy,high,"Importance of family, low acceptance of different racial groups, low political participation, low trust in political institutions."
70050741,East,East,True,family; religion,high,"Family is very important, low trust in institutions, high religious identity."
703050528,East,East,True,family; political legitimacy,high,Importance of family; low tolerance; distrust in political system; low interest in politics.
352050267,West,East,False,family; political legitimacy,high,High importance on family; low tolerance for different racial groups; support for strong leadership.
100050220,East,East,True,family; political legitimacy,high,"High importance on family, low tolerance for differences, strong belief in democracy and trust issues."
208052747,West,East,False,family; political legitimacy,high,"Importance of family, low tolerance for diversity, skepticism towards political system, low trust in institutions."
826070207,West,East,False,family; political legitimacy,high,"Importance of family, low acceptance of diversity, low trust in institutions."
208050280,West,West,True,family; trust,medium,"High importance on family, moderate trust in people, positive views on education, low religious practice."
276051692,West,East,False,family; political legitimacy,high,"Importance on family, low tolerance, political engagement, low institutional confidence."
40050825,West,West,True,family; political legitimacy,medium,"Family is prioritized, support for rights, and acceptance of democratic values."
826072265,West,West,True,family; political legitimacy,high,"Family and friends important, liberal democracy values, high trust, acceptance of different groups."
70050815,East,East,True,religion; family,high,"Strong religious values, low acceptance of diversity, importance of family, trust in institutions, dissatisfaction with political system."
352051538,West,West,True,family; political legitimacy,medium,"Importance of family, limitations on trust, support for democratic processes, low religious attendance."
246051132,West,East,False,family; political legitimacy,high,"Family important, low tolerance for diversity, skepticism towards political institutions, low trust in governance."
752051028,West,East,False,family; political legitimacy; trust,medium,"Family important, low religious involvement, moderate trust in people, mixed political satisfaction, low immigration acceptance."
826070428,West,East,False,family; political legitimacy,medium,"High importance on family, low tolerance for diversity, limited political trust, skepticism towards democracy."
268050583,East,East,True,family; political legitimacy,high,"Importance of family, low tolerance for diversity, strong institutional confidence, high reliability on government."
616050853,East,East,True,family; political legitimacy,high,"Low importance on religion, low tolerance for diversity, limited political participation, importance on family values."
112050055,East,East,True,family; political legitimacy; trust,medium,"Low tolerance, religious attendance, low trust in political system, preference for family over work."
642720411,East,East,True,family; political legitimacy,medium,"High family importance, low political action, negative tolerance, low immigration view."
804720287,East,East,True,religion; trust,high,"High religious attendance, low trust in institutions, and limited acceptance of diversity."
100051111,East,East,True,family; political legitimacy,high,"High importance on family, low on religion, lower trust in institutions, negative perception of immigration."
380051759,West,East,False,family | political legitimacy | religion,high,"Importance of family, low tolerance, limited acceptance of diverse social norms, low satisfaction with political system."
8051207,East,East,True,family | political legitimacy | trust,high,"Importance of family, low tolerance, limited trust in institutions, skepticism on political actions."
203050952,East,West,False,family; trust,high,"Importance of family, high trust in family, low institutional confidence, weak religious identity."
705050110,East,West,False,family; political legitimacy,medium,"Family is very important, tolerance for diversity, moderate political engagement, institutional confidence is average."
276051838,West,East,False,family; political legitimacy,high,"High importance on family, low trust, low acceptance of diverse groups, strong views on political legitimacy."
643721255,East,East,True,family; political legitimacy,medium,"Low importance on politics, low trust in institutions, high importance of family values."
8050381,East,East,True,family; political legitimacy,high,"High emphasis on family values, low confidence in political institutions, low tolerance for diversity."
826070802,West,East,False,family; political legitimacy,medium,"Importance of family, low tolerance, strong views on gender roles, low political trust."
804720555,East,West,False,family; political legitimacy,high,"High importance on family, low trust in politicians, democratic values emphasized."
276050847,West,East,False,family; political legitimacy,high,"High importance on family, low tolerance, low trust in institutions, low political satisfaction."
